StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Condition,ParticipantID,Consent,Modified-TAS_1,Modified-TAS_2,Modified-TAS_3,Modified-TAS_4,Modified-TAS_5,Modified-TAS_6,Modified-TAS_7,Modified-TAS_8,Modified-TAS_9,Modified-TAS_10,Modified-TAS_11,Modified-TAS_12,Modified-TAS_13,Modified-TAS_14,Modified-TAS_15,Modified-TAS_16,Modified-TAS_17,Modified-TAS_18,Modified-TAS_19,Modified-TAS_20,Modified-TAS_21,Modified-TAS_22,Modified-TAS_23,Modified-TAS_24,Modified-TAS_25,Modified-TAS_26,Modified-TAS_27,Modified-TAS_28,Modified-TAS_29,Modified-TAS_30,Modified-TAS_31,Modified-TAS_32,Modified-TAS_33,Modified-TAS_34,MLQ-Pre_1,MLQ-Pre_2,MLQ-Pre_3,MLQ-Pre_4,MLQ-Pre_5,MLQ-Pre_6,MLQ-Pre_7,MLQ-Pre_8,MLQ-Pre_9,WCS-Pre_1,WCS-Pre_2,WCS-Pre_3,WCS-Pre_4,WCS-Pre_5,WCS-Pre_6,WCS-Pre_7,WCS-Pre_8,WCS-Pre_9,WCS-Pre_10,WCS-Pre_11,WCS-Pre_12,WCS-Pre_13,WCS-Pre_14,WCS-Pre_15,WCS-Pre_16,WCS-Pre_17,WCS-Pre_18,WCS-Pre_19,WEMWBS-Pre_1,WEMWBS-Pre_2,WEMWBS-Pre_3,WEMWBS-Pre_4,WEMWBS-Pre_5,WEMWBS-Pre_6,WEMWBS-Pre_7,WEMWBS-Pre_8,WEMWBS-Pre_9,WEMWBS-Pre_10,WEMWBS-Pre_11,WEMWBS-Pre_12,WEMWBS-Pre_13,WEMWBS-Pre_14,FlourishingScale-Pre_1,FlourishingScale-Pre_2,FlourishingScale-Pre_3,FlourishingScale-Pre_4,FlourishingScale-Pre_5,FlourishingScale-Pre_6,FlourishingScale-Pre_7,FlourishingScale-Pre_8,PHQ-Pre_1,PHQ-Pre_2,PHQ-Pre_3,PHQ-Pre_4,PHQ-Pre_5,PHQ-Pre_6,PHQ-Pre_7,PHQ-Pre_8,PHQ-Pre_9,STAI-Pre_1,STAI-Pre_2,STAI-Pre_3,STAI-Pre_4,STAI-Pre_5,STAI-Pre_6,STAI-Pre_7,STAI-Pre_8,STAI-Pre_9,STAI-Pre_10,STAI-Pre_11,STAI-Pre_12,STAI-Pre_13,STAI-Pre_14,STAI-Pre_15,STAI-Pre_16,STAI-Pre_17,STAI-Pre_18,STAI-Pre_19,STAI-Pre_20,STAI-Pre_21,STAI-Pre_22,STAI-Pre_23,DAT-Pre_4,DAT-Pre_5,DAT-Pre_6,DAT-Pre_7,DAT-Pre_8,DAT-Pre_9,DAT-Pre_10,DAT-Pre_11,DAT-Pre_12,DAT-Pre_13,DAT-Pre-Timing_First Click,DAT-Pre-Timing_Last Click,DAT-Pre-Timing_Page Submit,DAT-Pre-Timing_Click Count,Q68_First Click,Q68_Last Click,Q68_Page Submit,Q68_Click Count,VMM-1,VMM-2,VMM-3,VMM-4,VMM-5,VMM-6,VMM-7,VMM-Timing_First Click,VMM-Timing_Last Click,VMM-Timing_Page Submit,VMM-Timing_Click Count,VMM-Questions_1,VMM-Questions_5,WCS-Post_1,WCS-Post_2,WCS-Post_3,WCS-Post_4,WCS-Post_5,WCS-Post_6,WCS-Post_7,WCS-Post_8,WCS-Post_9,WCS-Post_10,WCS-Post_11,WCS-Post_12,WCS-Post_13,WCS-Post_14,WCS-Post_15,WCS-Post_16,WCS-Post_17,WCS-Post_18,WCS-Post_19,MLQ-Post_1,MLQ-Post_2,MLQ-Post_3,MLQ-Post_4,MLQ-Post_5,MLQ-Post_6,MLQ-Post_7,MLQ-Post_8,MLQ-Post_9,VAS_Bowdle-Post_1,VAS_Bowdle-Post_2,VAS_Bowdle-Post_3,VAS_Bowdle-Post_4,VAS_Bowdle-Post_5,VAS_Bowdle-Post_6,VAS_Bowdle-Post_7,VAS_Bowdle-Post_8,VAS_Bowdle-Post_9,VAS_Bowdle-Post_10,VAS_Bowdle-Post_11,VAS_Bowdle-Post_12,EDI_1,EDI_2,EDI_3,EDI_4,EDI_5,EDI_6,EDI_7,EDI_8,ASC_Short_1,ASC_Short_2,ASC_Short_3,ASC_Short_4,ASC_Short_5,ASC_Short_6,ASC_Short_7,ASC_Short_8,ASC_Short_9,ASC_Short_10,ASC_Short_11,Trance_1,Trance_2,Trance_3,Qualitative,STAI-Post_1,STAI-Post_2,STAI-Post_3,STAI-Post_4,STAI-Post_5,STAI-Post_6,STAI-Post_7,STAI-Post_8,STAI-Post_9,STAI-Post_10,STAI-Post_11,STAI-Post_12,STAI-Post_13,STAI-Post_14,STAI-Post_15,STAI-Post_16,STAI-Post_17,STAI-Post_18,STAI-Post_19,STAI-Post_20,STAI-Post_21,STAI-Post_22,STAI-Post_23,DAT-Post_4,DAT-Post_5,DAT-Post_6,DAT-Post_7,DAT-Post_8,DAT-Post_9,DAT-Post_10,DAT-Post_11,DAT-Post_12,DAT-Post_13,DAT-Post-Timing_First Click,DAT-Post-Timing_Last Click,DAT-Post-Timing_Page Submit,DAT-Post-Timing_Click Count,Age,Gender,Psychedelic,Dissociative,PreviousVR,ReligiousScale_7,Nausea_1
4/16/24 16:18,4/16/24 17:22,0,169.236.169.82,100,3816,1,4/16/24 17:22,R_7PVZLq6ZFfKtOIV,,,,,37.3257,-120.4999,anonymous,EN,1,84286,4,3,4,5,5,2,4,3,3,3,3,2,5,4,4,4,4,2,3,5,4,4,3,4,3,4,3,4,2,3,5,4,3,3,2,3,5,7,4,6,2,7,7,7,5,6,7,5,6,6,5,1,7,4,3,4,3,7,7,7,7,5,7,2,4,5,2,2,3,2,3,4,3,2,5,4,4,6,6,6,6,6,4,4,4,1,1,1,1,3,2,2,2,1,3,4,2,2,3,2,1,2,1,1,2,1,2,1,4,4,1,2,3,3,1,2,1,Them,Him,Her,Screen,Plate,Water,Soda,It,She,Mom,28.362,151.892,151.894,2,4.815,1501.66,1501.667,5,"I see vibrant colors, uniting to become one, or something forcing them to become one. ","In this Image I see two beings colliding with another, so far apart that merging to be one seems impractical. ","Same as before I see oil spill, but in a more darker tone. It shows emptiness, due to the darker tones. ","I see a wave, or a catastrophe that is bound to land somewhere. ","I see spheres, and potential collision between objects. ","I see a face, with an evil vibe coming off of the colors, due to the darker shades it presents. ","oil spill, and due to it being green it reminds me of earth and nature. ",3.452,308.391,308.394,13,8.7,3,2,6,6,5,6,6,5,1,12,4,3,2,2,5,12,12,12,5,12,3,3,7,4,6,5,6,7,6,1,5,1,4,1,5,5,1,2,1,2,1,51,100,50,51,49,100,49,29,100,50,100,29,16,0,0,0,0,100,0,8,3,0,"I felt, like I was going through the beginning of time it self, and partaking on what it meant to see everything everywhere. Though due to the parameters that where in place I felt trapped, though not anxious, I was content with the barriers around me which let me indulge in the beautiful imagery that was unfolding through the VR experience. ",4,4,1,1,4,1,1,3,1,1,1,1,2,1,4,4,1,2,3,3,1,1,1,Stars,Color,Blue,Purple,Green,Her ,Them,Him ,She ,God,2.107,60.688,60.69,6,21,1,1,1,2,100,0
4/17/24 12:23,4/17/24 13:10,0,169.236.169.82,100,2841,1,4/17/24 13:10,R_1I4WWs1AUuXoy0o,,,,,37.3257,-120.4999,anonymous,EN,2,78766,4,2,3,3,4,1,2,3,1,1,1,1,2,2,2,2,1,3,4,2,3,2,4,3,1,3,3,1,5,2,2,2,3,2,2,6,6,3,6,7,5,4,7,6,5,4,6,5,1,5,7,2,7,2,3,5,2,6,2,7,2,6,5,3,3,3,2,2,2,3,3,4,2,3,5,2,3,6,6,7,5,6,7,5,6,2,1,2,4,3,3,3,2,1,3,3,2,2,3,1,2,3,1,1,2,4,2,2,3,3,2,2,1,2,2,3,1,Lamp,Bed,Desk,Shower,Couch,Sink,Door,Chairs,Window,Files,13.707,116.55,116.553,19,109.207,1228.42,1228.421,3,Colorful art from a museum ,The Sun melting everything around,Black and white art ,An explosion,The planets ,Green looking plants that are growing,Green paint,8.808,149.106,149.109,13,2.5,1,3,5,12,4,2,5,6,2,12,3,5,2,2,6,5,12,2,6,5,6,6,3,6,6,6,3,6,5,3,3,4,4,4,2,5,4,1,1,1,5,30,50,50,10,30,50,10,10,50,10,10,50,90,90,90,80,70,90,50,7,2,6,I felt confused most of all,2,2,3,3,2,1,3,2,1,3,2,4,2,2,2,2,3,4,1,2,2,2,1,Truck,Shower ,Signs,Train,Machine,Colors,Sounds,Ladder,Staircase,Couch,1.806,61.752,61.754,13,20,2,2,2,2,100,0
4/17/24 13:11,4/17/24 14:40,0,169.236.169.82,100,5320,1,4/17/24 14:40,R_2PbPpCZ1j0ZIDUl,,,,,37.3257,-120.4999,anonymous,EN,1,78802,4,2,2,4,1,1,3,4,2,2,1,3,5,2,2,2,2,3,4,4,4,4,5,5,3,2,4,2,5,3,3,2,4,2,3,5,6,6,5,5,5,5,6,6,5,5,6,6,5,5,7,3,6,6,4,2,4,5,5,5,5,5,5,3,4,3,3,3,3,3,3,3,3,4,4,3,3,5,6,6,6,6,5,5,6,1,1,1,1,3,2,4,1,1,4,4,2,1,4,1,3,3,1,1,2,2,1,1,4,3,1,1,3,3,1,3,1,egg,sandwich,dragonfly,butter,beetle,coffee,potato,brain,cloud,heart,26.253,65.736,65.739,11,158.688,1510.877,1510.89,3,"rainbow, kids, explosion, babies","bee, caution","darkness, clouds, strikes","swan, bowl, evil","volcano exploding, meteors falling","an evil villain with a big head, green fire","squid, disgust, balloon",12.846,163.992,163.995,11,5.9,5.4,6,5,6,5,6,5,6,3,6,6,5,2,3,5,5,5,6,5,5,3,5,6,5,6,5,6,5,6,4,5,4,4,4,3,4,3,2,4,4,4,63,56,28,36,40,75,48,58,49,39,53,56,62,41,77,73,62,88,51,7,4,2,"I was in awe in the beginning. Whenever the music sped up, got louder, or vibrated my back, I would move faster. Whenever the music was slower or nothing was vibrating, I would feel drowsy. I also felt like I was there for a long time and was wondering when it would end. At some points, it felt like I was in there and I forgot I was using a VR.",3,3,1,1,3,1,1,3,1,1,2,1,1,1,3,2,1,1,3,2,1,2,1,light,color,cat,music,star,space,book,spaghetti,worm,steak,12.047,75.974,75.977,12,20,2,2,4,2,70,38
4/17/24 14:40,4/17/24 15:43,0,169.236.169.82,100,3772,1,4/17/24 15:43,R_5zLBtCw6iBJkLnz,,,,,37.3257,-120.4999,anonymous,EN,2,86821,4,2,2,2,1,1,2,2,1,2,1,1,3,2,2,1,2,1,3,1,1,1,1,1,2,1,2,1,3,2,1,1,2,1,2,2,6,4,3,3,3,4,5,6,3,3,3,5,3,5,4,2,6,4,3,2,4,3,4,4,3,4,5,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4,6,5,5,6,5,5,6,1,1,1,1,2,1,2,1,2,3,3,1,1,2,1,3,2,1,1,2,1,1,2,2,2,2,1,2,2,1,2,2,car,laptop,skyscraper,houseplant,ski mask,depression,evolution,screwdriver,hippopotamus,lettuce,2.515,21.293,180.003,3,141.394,1228.28,1228.282,3,"The assortment of colors reminded me of a hot air balloon, with the shapes reminding me of trees","These colors made me think about bees, with the shape representing that of a valley","The first connection I made in this image was the center part being similar to that of a human limb, and the streaks branching out being similar to those of tree branches","Bird feathers, but I also recognize a very vivid swirl within this image","I almost immediately thought of a woman dancing, with less harsh tones than the last image and lot more smoother shapes","I could almost make out a face, with the symmetrical patterns resembling something like a mask. It seems sinister with the downwards facing features","This image almost seemed biological, with the color green playing a part. I am reminded of things like cells and veins",2.014,243.504,243.507,8,3.4,1.7,3,4,5,4,4,5,4,3,6,5,3,2,5,4,5,2,4,5,4,3,5,5,3,3,3,5,5,5,1,1,1,2,1,1,1,1,1,1,1,1,12,11,11,11,12,10,10,11,10,11,9,10,10,28,10,10,9,10,10,4,3,0,"I was unsure of what to do, as I was just exploring a factory with loud noises and clangs. More than once I managed to clip myself onto an area and got stuck, so I was not sure what to do when stuck. Overall, I thought it was somewhat fun just teleporting around and seeing the enviornment.",3,3,2,2,3,1,3,2,1,1,3,1,1,2,3,3,2,1,3,2,1,2,1,Limitations,Paint,Nutrients,Infestation,Subway,Sponge,Sand,Window,Habits,Love,1.205,172.776,172.779,4,20,1,2,1,2,10,0
4/17/24 16:09,4/17/24 17:36,0,169.236.169.82,100,5193,1,4/17/24 17:36,R_39oBe62TgX7cLxo,,,,,37.3257,-120.4999,anonymous,EN,1,84352,4,2,2,2,3,1,2,3,3,1,1,2,2,1,2,1,1,1,4,2,2,2,4,1,1,3,3,1,2,1,3,1,3,1,2,7,7,7,7,6,7,7,7,7,2,6,7,5,3,7,6,1,7,7,7,2,1,7,7,7,7,6,7,4,5,4,4,3,4,4,4,4,4,4,5,4,3,6,6,5,6,6,6,6,7,1,2,2,1,2,1,2,1,1,4,4,2,2,3,1,1,3,1,1,4,1,2,1,3,4,2,1,3,3,1,3,1,banana,car,tv,religion,classroom,tennis,water,night,sign,,26.4,178.353,180.021,15,380.802,1805.512,1805.53,5,"A volcano erupting, lava running down the ground, and smoke flying away to the sky. ","I see the sun, and a mountain melting because of how hot the sun is.","This image made me think of death, destruction, and assassination. The color represents sadness, and grief.  ","Big waves, kind of like a tsunami.",I can see the moon in this image. The biggest circle also looks like a wrecking ball.,"I see the face of an alien. It also looks like the Goblin, the supervillain from Spider-Man. ",This looks like green beans to me.,16.038,821.201,821.206,31,4,3,1,12,12,12,2,12,12,1,12,12,12,1,2,12,12,12,12,12,12,6,7,7,7,6,7,7,7,7,1,4,4,2,1,4,4,1,1,2,2,1,30,50,10,40,10,80,10,30,10,1,40,1,90,10,80,60,1,30,30,6,7,0,"Immersed in space for the first minutes of the task, but I started to feel sleepy towards the end because the VR environment became repetitive. ",4,4,1,2,3,1,1,3,1,1,3,1,2,1,3,4,1,1,3,3,1,3,1,Apple,Space,Grey,Soccer,Politics,Cows,Water,Box,Projector,Mathematics,1.165,155.903,155.906,13,22,1,2,2,1,100,7
4/18/24 12:00,4/18/24 13:17,0,169.236.169.82,100,4594,1,4/18/24 13:17,R_2VNEBx5bBkBfliF,,,,,37.3257,-120.4999,anonymous,EN,2,78310,4,2,4,1,1,2,5,2,2,4,4,2,3,2,5,3,4,4,2,2,3,4,5,5,3,2,5,1,4,4,4,1,3,5,5,5,4,4,6,7,6,5,3,5,5,7,7,7,6,7,7,4,6,6,7,5,4,6,7,7,6,6,6,4,5,4,4,3,4,4,5,3,4,4,5,5,4,6,4,7,7,7,7,6,6,3,1,2,2,1,1,3,1,3,4,3,3,2,3,1,1,4,1,1,4,1,1,1,4,4,1,1,1,3,1,1,1,Pencil,House,Music,Optimistic,Caring,Helpful,Sleep,Trouble,Laugh,Music,35.864,179.938,180.021,21,6.46,1316.177,1316.178,4,"shape looks like the under water sea corals, with different colors all together reminds me of a joys moment.",the shape of this image are varied from circles to even out texture patterns depicting a  happy/sad mind.,"The shape looks like the mountain trail with black, white, and greys depicting a maybe gloomy raining day.",shapes are not very describable but the object it self shows how paint might have created an abstract painting. ,"Shapes- circles, paint, oil explosion type of a painting with white and greys and hints of black colors.",The shape looks like a butterfly wings with distinct texture of paint depicting a vibrancy.,"shapes are like bubbles or a feather with paint on it , its green in color shows a harmony of prosperity.",5.594,748.741,748.744,32,9,0.3,5,5,12,12,5,5,12,5,5,4,5,4,1,6,12,5,6,6,6,6,5,6,6,7,5,4,5,4,1,2,3,4,4,2,5,4,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,20,50,100,80,70,80,90,0,10,10,7,During the VR experience I felt Isolated from the community and disconnected from my original surroundings. It was hard for me make decision on how to proceed with all the given safety caution in the factory itself. I was afraid to explore because I did not know where to head because the setting look a bit scary to being with and no people around to be around. The self isolation led to feeling of loneliness and anxiety to even explore in peace. The sound in the VR were also disturbing to be calm in the whole situation.,3,3,2,1,3,1,1,2,1,2,4,2,1,1,3,3,2,2,2,2,1,1,1,Colors,Music,Pencil,Glasses,Plate,Bagpack,Laptop,Mic,Book,Statue,4.063,104.311,104.314,16,22,2,2,2,2,100,3
4/18/24 15:02,4/18/24 16:10,0,169.236.169.82,100,4088,1,4/18/24 16:11,R_1oMecNpU1PF3Mw9,,,,,37.3257,-120.4999,anonymous,EN,1,86860,4,2,2,1,4,5,3,2,3,2,1,2,4,1,3,4,4,5,4,3,5,3,5,5,2,1,3,3,3,1,3,4,5,1,3,3,6,5,7,4,5,5,7,7,7,7,5,7,7,3,7,3,5,5,4,2,3,6,5,7,3,7,7,3,5,2,4,5,5,4,3,5,2,2,4,4,3,4,4,5,7,7,5,5,4,1,3,2,2,4,2,3,3,1,4,4,1,1,4,1,1,3,1,1,3,4,3,1,4,4,3,1,3,4,1,2,1,phone,book,pencil,paper,ruler,laser,eraser,clock,bracelet,toothbrush ,16.962,176.213,176.216,25,166.67,1827.184,1827.192,3,"I see a few circles, the color assortment reminds me of a peacock and flowers","I see circles, the colors remind me of batman, I see the desert, and a sun.","I see circles, splatters of paint, almost reminds me of blood, and mountains","This image looks like there are wings of a bird, like a crow splat onto the ground","I see circles, shapes almost as in waves, a moon, and a fin of a whale","This image reminds me of the forest, vines almost tethered, leaves","I see circles, this reminds me of three peas in a pod from toy story and a pray mantis ",8.327,327.752,327.757,20,2.5,8.2,1,12,12,12,12,12,12,1,4,5,6,1,1,6,12,12,12,12,12,4,6,6,7,7,6,4,7,7,5,5,5,3,5,5,5,1,5,4,1,1,36,100,58,24,100,86,18,100,100,99,74,88,100,68,42,0,72,100,100,10,8,0,"I felt almost high, out of touch, somewhere else in the universe, reminded me of Star Wars",4,4,1,1,4,1,1,4,1,1,3,1,1,1,4,4,1,1,4,4,1,3,1,broom,water bottle,backpack,church,school,hammer,hairbrush,skateboard,legos,funko-pop,3.721,69.351,69.353,12,21,2,2,1,2,100,0
4/18/24 16:13,4/18/24 17:16,0,169.236.169.82,100,3789,1,4/18/24 17:16,R_1tKZAJSJ6FkUmQc,,,,,37.3257,-120.4999,anonymous,EN,2,82345,4,3,1,1,1,1,2,3,1,1,1,1,3,1,1,1,1,1,2,1,3,2,3,3,1,1,4,1,2,2,1,1,2,2,2,2,5,5,2,2,3,5,5,5,4,7,6,5,4,1,7,4,5,3,7,4,3,2,3,1,1,6,5,2,3,2,5,2,2,3,2,5,2,2,3,3,2,5,7,5,5,4,4,4,5,3,2,2,3,4,4,4,3,2,3,1,2,2,2,3,3,1,4,2,1,2,1,3,2,1,4,2,1,2,3,1,3,pencil,Paper,sweater,book,watch,rings,phone,hair,water,car,8.363,137.231,137.234,13,134.122,1189.018,1189.02,5,This reminds me of when i use to go paintballing with my family and there was always so much  or splattered everywherr,This looks like something you would see in the sky or just a painting of the sky ,"If someone was to burn paper, this looks like this would be the result of it ",These looks like feathers of a bird ,this looks like a dark version of space and the big circle is the moon,it reminds me of leaves that were very bright and its forming a heart,It looks like food coloring that was thrown on a paper but also look like something that would be in humans body but in green and not red,6.18,336.277,336.281,18,5,1,4,12,3,12,5,2,12,5,12,3,4,4,2,2,3,3,3,2,4,3,6,6,1,4,2,6,6,6,1,1,3,3,1,2,4,1,1,1,1,3,2,1,2,2,3,100,5,11,1,1,2,3,30,36,2,49,36,86,80,2,2,6,I felt as though i had nothing to do and i was walking around to kill time but was counting the minutes to get out of the VR experience ,3,2,1,2,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,eyes,drink,jacket ,necklace,tree,flower,shoes,lipgloss,backpack,box,5.643,127.397,127.4,13,21,2,1,1,2,50,1
4/19/24 9:07,4/19/24 10:01,0,169.236.169.82,100,3253,1,4/19/24 10:01,R_2DFNLR7SlmRGP3J,,,,,37.3257,-120.4999,anonymous,EN,1,86200,4,2,4,5,3,1,2,5,2,3,1,1,3,4,3,4,5,2,4,3,4,1,3,2,1,2,1,1,3,2,4,1,5,1,2,3,7,7,2,3,2,7,6,7,7,6,4,5,6,4,5,6,6,5,5,5,6,2,3,3,2,5,5,2,2,2,4,1,2,2,2,3,2,2,3,1,2,3,6,3,4,4,3,3,3,4,4,4,4,4,4,4,4,1,2,2,3,3,2,2,3,2,1,2,1,3,4,3,2,2,3,2,1,1,2,1,3,Dog,Hammer,Light,Trampoline,Controller,grass,ocean,house,backpack,fan,22.088,97.244,97.247,12,267.091,1616.884,1616.891,4,rain,storm,Mountains,bird,space,deer,tree,8.882,97.396,97.4,9,7,3,6,6,3,5,5,3,5,12,6,3,3,5,5,2,3,2,2,5,5,6,6,6,2,2,2,6,6,6,1,3,2,1,4,3,3,1,1,1,3,4,0,0,0,0,0,20,0,10,0,0,0,0,0,80,0,0,0,10,0,7,2,6,"I thought it was cool being able to move around, trying to move the screen to match the music, it was somewhat relaxing",2,2,2,3,2,2,3,2,1,2,1,2,3,3,2,2,2,2,1,1,2,1,2,fish,phone,car,sky,fork,gasoline,milk,piano,rock,computer,7.068,107.148,107.152,11,20,2,2,2,2,10,75
4/19/24 10:04,4/19/24 12:17,0,169.236.169.82,100,7983,1,4/19/24 12:17,R_428VkoHOv8zUf94,,,,,37.3257,-120.4999,anonymous,EN,2,86890,4,3,3,3,5,1,3,5,1,1,1,1,4,3,3,1,1,2,5,3,4,1,4,2,1,3,1,4,4,1,1,1,4,3,1,2,7,6,1,1,1,6,7,6,5,6,7,3,7,5,3,7,2,2,2,6,5,1,1,1,1,6,5,2,3,1,4,1,3,5,2,2,3,3,1,3,2,2,3,5,4,6,5,3,6,2,4,4,3,4,2,4,1,2,3,3,3,4,2,1,2,3,1,1,2,1,1,2,3,2,2,1,3,2,1,2,2,apple,octopus,human,rock,styrofoam,water,light,paper,mind,emotion,19.618,117.345,117.347,2,146.094,1208.287,1208.289,4,Reminds me of the colors one might see on a tropical bird,Sunlight,"I get the impression of a volcano erupting, but not in the destructive sense, more in a natural awe sense",Swirls of paint; reminds me of a bird,Space between worlds; like limbo or the blind eternities,Makes me think of a phyrexian from Magic: the Gathering,"Makes me think of a phyrexian from Magic: the Gathering, like the other green one, but to a lesser extent",9.916,327.314,327.317,8,6,3,5,12,6,3,12,6,3,12,3,2,1,5,4,1,2,1,1,5,6,1,7,7,1,7,1,7,6,6,1,1,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,40,0,0,0,0,0,0,10,60,0,0,0,10,0,2,1,1,"I was very interested in the visual clarity. VR is not very foreign to me, so the part that captured my attention the most was being able to see the edges of the foveated rendering region and watching it move with where I focused my vision.",4,4,2,1,3,1,1,3,1,1,2,1,1,3,3,3,1,1,3,2,1,2,1,octopus,human,apple,mind,emotion,rock,paper,light,intelligence,time,0.964,77.246,77.249,2,21,1,2,2,3,20,0
4/19/24 12:17,4/19/24 13:40,0,169.236.169.82,100,5023,1,4/19/24 13:40,R_190KsQjY9QU0cf8,,,,,37.3257,-120.4999,anonymous,EN,1,82123,4,3,4,5,2,2,2,5,3,1,2,1,5,1,4,2,3,4,4,5,4,4,3,2,3,4,5,5,3,3,3,2,3,4,2,4,7,7,5,4,5,7,7,7,7,4,6,6,6,7,7,3,6,6,4,1,6,5,4,2,4,5,7,3,3,3,4,3,4,3,3,4,3,3,4,4,2,4,6,5,4,6,5,5,5,1,1,2,1,3,3,3,1,1,4,4,1,1,4,1,3,2,1,1,2,1,1,1,4,4,1,1,4,3,1,1,2,dog,elbow,tie,water,red,pole,bed,fear,car,yo-yo,17.294,124.798,124.8,14,170.559,1519.29,1519.304,5,creativity/art/imagination,the sun peaking through two mountains ,a mountain landscape,crashing waves on an ocean at night,an urban city landscape on an alien planet,an insect-like alien emperor/leader,a microscopic view of a leaf,4.56,201.387,201.39,9,7.9,4.6,4,4,6,4,6,3,4,2,6,4,4,2,2,5,4,5,5,6,6,3,7,7,4,2,1,7,7,7,3,5,4,5,4,4,4,3,3,5,5,4,61,95,69,40,63,45,89,41,91,40,61,80,80,0,40,40,10,81,80,9,9,1,I felt like I was floating through a black hole completely conscious and hallucinating all of the shapes and figures and music and sounds,3,3,2,3,2,1,2,2,1,2,1,2,3,1,2,2,1,3,1,2,1,1,4,frog,walk,fright,sign,dress,jail,night,zoo,ghost,bowl,2.23,96.775,96.778,12,19,2,1,1,3,1,17
4/19/24 13:40,4/19/24 15:49,0,169.236.169.82,100,7721,1,4/19/24 15:49,R_3kJAcjqhhghEGGt,,,,,37.3257,-120.4999,anonymous,EN,2,78811,4,3,5,4,3,3,5,5,5,3,3,3,5,2,4,3,5,4,5,4,3,3,5,4,4,2,5,3,2,3,4,5,3,2,5,5,6,6,5,6,5,6,6,6,3,5,6,6,7,6,6,3,5,5,3,3,4,5,6,4,5,5,5,2,4,2,2,4,3,3,3,4,4,3,5,2,2,6,7,6,7,7,7,5,6,2,2,3,2,4,2,4,2,2,4,4,2,1,4,1,1,3,1,1,4,2,1,1,4,4,2,1,4,4,1,2,1,Orange,Couch,Love,Dog,Tree,Apple,Soda,Homework,Shoe,Necklace,17.496,72.08,72.083,11,137.905,1223.48,1223.481,4,I think about a volcanic eruption,I think about a mountain valley during sunset,I think of someone diving into a pool,I see paint splatter,I think of smoking rings,I think about animals  like a scorpion,I think about plants ,4.317,120.247,120.249,10,5.6,2.5,3,6,12,12,12,6,12,3,5,5,5,5,3,6,12,4,6,12,5,5,5,5,4,7,5,6,5,5,2,4,3,2,1,2,4,1,5,2,1,1,11,30,1,11,11,61,10,5,1,5,40,0,0,50,0,0,0,1,30,9,6,0,"At first, I felt very bored, however that changed the more I explored. I liked seeing the different parts of the factory and I wanted to explore as much as I could. My favorite part was the view of the sky and the clouds.",4,4,1,1,4,1,1,4,1,1,4,1,1,1,4,4,1,1,4,4,1,2,1,Train,Dog,Robot,Machine,Watch,Water,Ring,Music,Hat,Glasses,4.906,61.654,61.657,12,20,3,1,4,2,15,5
4/23/24 12:05,4/23/24 12:59,0,169.236.169.82,100,3243,1,4/23/24 12:59,R_7I6Uy3fbF5lIlZd,,,,,37.3257,-120.4999,anonymous,EN,1,85690,4,2,1,4,3,2,3,4,2,1,1,3,2,1,2,1,3,1,4,3,4,2,3,1,3,3,2,1,3,3,5,2,3,3,1,2,5,4,4,4,2,4,5,4,5,5,4,5,5,5,5,6,6,5,4,6,6,4,3,6,3,5,7,3,3,2,3,4,3,3,3,3,2,3,4,3,3,4,6,5,4,5,5,5,6,1,3,4,3,2,2,3,1,1,2,2,2,1,1,1,1,2,3,3,1,3,3,3,1,2,3,3,2,2,2,2,2,animal,computer,rock,tree,plant,house,school,pencil,paper,phone,15.216,102.627,102.63,15,254.011,1262.924,1262.931,5,I see several opposing forces trying to clash and dominate the others.,I see a symbol of the end of the world.,I see a person trying tp help another person by extending his hand even though he's being hurt by the process. Altruistic nature perhaps?,It looks like people falling off the face of the earth with an alien like figure in the top left watching it all happen.,I see a ship trying to sail during the storm.,I see a plentiful of plants growing .,I see a person trying to hold onto life on earth before death takes him.,4.116,367.123,367.129,9,3,5,12,5,4,6,5,6,5,4,12,12,12,5,3,5,6,12,6,6,12,5,6,5,5,5,4,6,6,6,1,4,4,5,1,2,4,2,2,3,2,1,71,94,70,60,69,90,100,80,79,60,89,20,59,41,2,70,1,49,32,9,9,1,It felt as if I was in another dimension and I didn't want to leave. I was so calm and i forgot about all the problems I was facing. It felt as if I was one with the universe. It alleviated my anxiety.,4,3,1,1,3,1,1,3,1,1,2,1,1,2,4,4,1,1,3,4,1,3,2,universe,numbers,hapiness,shapes,family,society,comfort,death,deity,ocean,1.173,121.529,121.531,15,19,2,2,2,1,100,10
